,_id,Country,CountryCode,ObservationType,IndicatorCode,IndicatorNameShort,RANK,SCORE,YEAR,RAW
3181,{'$oid': '642b15e88c5067f4a89a0949'},South Africa,ZAF,IndexAggregate,SUS_WST,Sus: Waste Category,5,0.59,2018,
3182,{'$oid': '642b15e88c5067f4a89a094a'},South Africa,ZAF,IndicatorObservation,AIRPOL,Air Pollution,8,0.411,2016,23.58
3183,{'$oid': '642b15e88c5067f4a89a094b'},South Africa,ZAF,IndicatorObservation,ALTNRG,Alternative Energy Generation,41,0.104,2018,6.254
3184,{'$oid': '642b15e88c5067f4a89a094c'},South Africa,ZAF,IndicatorObservation,AQELEC,Availability and Quality of Electricity,48,0.736,2018,0.7361
3185,{'$oid': '642b15e88c5067f4a89a094d'},South Africa,ZAF,IndicatorObservation,ARMEXP,Arms Exports,19,0.943,2018,85
3186,{'$oid': '642b15e88c5067f4a89a094e'},South Africa,ZAF,IndicatorObservation,ATBRTH,Births Attended by Skilled Personnel,44,0.835,2011-2016,96.7
3187,{'$oid': '642b15e88c5067f4a89a094f'},South Africa,ZAF,IndicatorObservation,BEEFMK,Beef Market,30,0.756,2018,0.756
3188,{'$oid': '642b15e88c5067f4a89a0950'},South Africa,ZAF,IndicatorObservation,BIODIV,Biodiversity Protection,36,0.37,2018,36.955
3189,{'$oid': '642b15e88c5067f4a89a0951'},South Africa,ZAF,IndicatorObservation,CARBON,Carbon Capture,41,0.098,2018,0.372
3190,{'$oid': '642b15e88c5067f4a89a0952'},South Africa,ZAF,IndicatorObservation,CHILDW,Child Worker Engagement,36,0.32,2018,0.32
3191,{'$oid': '642b15e88c5067f4a89a0953'},South Africa,ZAF,IndicatorObservation,COALPW,Energy from Coal Sources,1,0,2018,72.1049939
3192,{'$oid': '642b15e88c5067f4a89a0954'},South Africa,ZAF,IndicatorObservation,COLBAR,Collective Bargaining Rights Coverage,24,0.3,2016,0.3
3193,{'$oid': '642b15e88c5067f4a89a0955'},South Africa,ZAF,IndicatorObservation,CRPTAX,Corporate Tax Rate,10,0.7,2018,28
3194,{'$oid': '642b15e88c5067f4a89a0956'},South Africa,ZAF,IndicatorObservation,CSTUNT,Child Stunting,4,0.629,2018,18.57
3195,{'$oid': '642b15e88c5067f4a89a0957'},South Africa,ZAF,IndicatorObservation,CYBSEC,Global Cybersecurity Index,40,0.65,2018,0.65
3196,{'$oid': '642b15e88c5067f4a89a0958'},South Africa,ZAF,IndicatorObservation,DEFRST,Deforestation,38,0.239,2018,-0.056
3197,{'$oid': '642b15e88c5067f4a89a0959'},South Africa,ZAF,IndicatorObservation,DPTCOV,Infant DTP Vaccine Coverage,48,0.36,2017,84
3198,{'$oid': '642b15e88c5067f4a89a095a'},South Africa,ZAF,IndicatorObservation,DRKWAT,Safe Drinking Water,46,0.731,2015,73.13
3199,{'$oid': '642b15e88c5067f4a89a095b'},South Africa,ZAF,IndicatorObservation,EDEMOC,Electoral Democracy Index,35,0.738,2018,0.738
3200,{'$oid': '642b15e88c5067f4a89a095c'},South Africa,ZAF,IndicatorObservation,ENRPRI,Primary School Net Enrollment,49,0.002,2015,80.03
3201,{'$oid': '642b15e88c5067f4a89a095d'},South Africa,ZAF,IndicatorObservation,ENRSEC,Lower Secondary School Net Enrollment,45,0.435,2015,83.05
3202,{'$oid': '642b15e88c5067f4a89a095e'},South Africa,ZAF,IndicatorObservation,EWASTE,E-Waste Generation,41,0.845,2018,6.205375425
3203,{'$oid': '642b15e88c5067f4a89a095f'},South Africa,ZAF,IndicatorObservation,FAMPLN,Unment Need for Family Planning,24,0.425,2018,11.5
3204,{'$oid': '642b15e88c5067f4a89a0960'},South Africa,ZAF,IndicatorObservation,FATINJ,Fatal Workplace Injuries,4,0.327,2001,16.83
3205,{'$oid': '642b15e88c5067f4a89a0961'},South Africa,ZAF,IndicatorObservation,FDEPTH,Financial Depth,16,0.51,2018,0.51
3206,{'$oid': '642b15e88c5067f4a89a0962'},South Africa,ZAF,IndicatorObservation,FORAID,Foreign Aid,4,0.857,2018,0.857
3207,{'$oid': '642b15e88c5067f4a89a0963'},South Africa,ZAF,IndicatorObservation,FSTABL,Financial Stability,11,0.61,2018,3.9
3208,{'$oid': '642b15e88c5067f4a89a0964'},South Africa,ZAF,IndicatorObservation,GENDEQ,Gender Equality Index,18,0.864,2018,3.456
3209,{'$oid': '642b15e88c5067f4a89a0965'},South Africa,ZAF,IndicatorObservation,GINIPT,GINI Coefficient After Taxes,1,0.14,2014,63
3210,{'$oid': '642b15e88c5067f4a89a0966'},South Africa,ZAF,IndicatorObservation,GTRANS,Green Transport Index,22,0.594,2016,0.594
3211,{'$oid': '642b15e88c5067f4a89a0967'},South Africa,ZAF,IndicatorObservation,INCARC,Incarceration Rates,6,0.562,2018,259
3212,{'$oid': '642b15e88c5067f4a89a0968'},South Africa,ZAF,IndicatorObservation,INCONV,Adoption of Key UN Conventions,24,0.8,2019,8
3213,{'$oid': '642b15e88c5067f4a89a0969'},South Africa,ZAF,IndicatorObservation,INTRNT,Internet Access and Quality,46,0.218,2016/2020,0.2184
3214,{'$oid': '642b15e88c5067f4a89a096a'},South Africa,ZAF,IndicatorObservation,ISHRAT,Income Share Ratio,49,0,2018,0.089
3215,{'$oid': '642b15e88c5067f4a89a096b'},South Africa,ZAF,IndicatorObservation,IUCNRL,IUCN Red List Index,40,0.54,2018,0.77
3216,{'$oid': '642b15e88c5067f4a89a096c'},South Africa,ZAF,IndicatorObservation,LFPART,Labor Force Participation,47,0.767,2017,76.66
3217,{'$oid': '642b15e88c5067f4a89a096d'},South Africa,ZAF,IndicatorObservation,MATERN,Paid Maternity Leave,30,0.33,2017,17.14
3218,{'$oid': '642b15e88c5067f4a89a096e'},South Africa,ZAF,IndicatorObservation,MILEXP,Military Expenditure,36,0.89,2018,1.1
3219,{'$oid': '642b15e88c5067f4a89a096f'},South Africa,ZAF,IndicatorObservation,MSWGEN,Municipal Solid Waste Generation,42,0.524,2018,356.8
3220,{'$oid': '642b15e88c5067f4a89a0970'},South Africa,ZAF,IndicatorObservation,MURDER,Intentional Homicide Rate,4,0.305,2016,13.9
3221,{'$oid': '642b15e88c5067f4a89a0971'},South Africa,ZAF,IndicatorObservation,NITROG,Sustainable Nitrogen Management,19,0.497,2018,49.71
3222,{'$oid': '642b15e88c5067f4a89a0972'},South Africa,ZAF,IndicatorObservation,NRGINT,Energy Intensity,3,0.485,2018,7.73
3223,{'$oid': '642b15e88c5067f4a89a0973'},South Africa,ZAF,IndicatorObservation,PHYSPC,"Physicians per 10,000",47,0.117,2010-2017,8.2
3224,{'$oid': '642b15e88c5067f4a89a0974'},South Africa,ZAF,IndicatorObservation,PUBACC,Public Access to Financial Sector,43,0.692,2017,69.22
3225,{'$oid': '642b15e88c5067f4a89a0975'},South Africa,ZAF,IndicatorObservation,PUBSRV,Quality of Public Services & Government,38,0.554,2018,0.27
3226,{'$oid': '642b15e88c5067f4a89a0976'},South Africa,ZAF,IndicatorObservation,PUPTCH,Primary School Pupil to Teacher Ratio,2,0.312,2015,30.33
3227,{'$oid': '642b15e88c5067f4a89a0977'},South Africa,ZAF,IndicatorObservation,RDFUND,Research and Development,42,0.261,2018,0.261
3228,{'$oid': '642b15e88c5067f4a89a0978'},South Africa,ZAF,IndicatorObservation,RECYCL,Recycling Rate,14,0.4,2018,28
3229,{'$oid': '642b15e88c5067f4a89a0979'},South Africa,ZAF,IndicatorObservation,RULELW,Rule of Law Index,39,0.684,2018,0.684
3230,{'$oid': '642b15e88c5067f4a89a097a'},South Africa,ZAF,IndicatorObservation,SANSRV,Basic Sanitation Services,43,0.85,2015,85.02
3231,{'$oid': '642b15e88c5067f4a89a097b'},South Africa,ZAF,IndicatorObservation,SECAPP,Security Apparatus,7,0.35,2019,6.5
3232,{'$oid': '642b15e88c5067f4a89a097c'},South Africa,ZAF,IndicatorObservation,SENIOR,Senior Wellbeing,42,0.397,2018,0.397
3233,{'$oid': '642b15e88c5067f4a89a097d'},South Africa,ZAF,IndicatorObservation,STKHLM,Stockholm Convention Compliance,22,0.667,2015,66.67
3234,{'$oid': '642b15e88c5067f4a89a097e'},South Africa,ZAF,IndicatorObservation,TAXEVA,Tax Evasion,31,0.89,2018/2019,200.22
3235,{'$oid': '642b15e88c5067f4a89a097f'},South Africa,ZAF,IndicatorObservation,TAXREV,Tax Revenue,4,0.539,2017,26.96607
3236,{'$oid': '642b15e88c5067f4a89a0980'},South Africa,ZAF,IndicatorObservation,TRNETW,National Transport Network Intensity,32,0.583,2007-17,0.583
3237,{'$oid': '642b15e88c5067f4a89a0981'},South Africa,ZAF,IndicatorObservation,UNEMPL,Unemployment Benefits Coverage,39,0.105,2015,10.5
3238,{'$oid': '642b15e88c5067f4a89a0982'},South Africa,ZAF,IndicatorObservation,WATMAN,Water Management,45,0.25,2018,0.25
3239,{'$oid': '642b15e88c5067f4a89a0983'},Spain,ESP,IndexAggregate,MS,Market Structure Pillar,14,0.65,2018,
3240,{'$oid': '642b15e88c5067f4a89a0984'},Spain,ESP,IndexAggregate,MS_FIN,MS: Financial Sector Category,23,0.707,2018,
3241,{'$oid': '642b15e88c5067f4a89a0985'},Spain,ESP,IndexAggregate,MS_NEQ,MS: Inequality Category,20,0.544,2018,
3242,{'$oid': '642b15e88c5067f4a89a0986'},Spain,ESP,IndexAggregate,MS_TAX,MS: Tax Category,27,0.582,2018,
3243,{'$oid': '642b15e88c5067f4a89a0987'},Spain,ESP,IndexAggregate,MS_WEN,MS: Worker Engagement Category,11,0.8,2018,
3244,{'$oid': '642b15e88c5067f4a89a0988'},Spain,ESP,IndexAggregate,MS_WWB,MS: Worker Wellbeing Category,19,0.617,2018,
3245,{'$oid': '642b15e88c5067f4a89a0989'},Spain,ESP,IndexAggregate,PG,Public Goods Pillar,21,0.785,2018,
3246,{'$oid': '642b15e88c5067f4a89a098a'},Spain,ESP,IndexAggregate,PG_EDU,PG: Education Category,10,0.92,2018,
3247,{'$oid': '642b15e88c5067f4a89a098b'},Spain,ESP,IndexAggregate,PG_GLB,PG: Global Role Category,43,0.478,2018,
3248,{'$oid': '642b15e88c5067f4a89a098c'},Spain,ESP,IndexAggregate,PG_HLC,PG: Healthcare Category,7,0.771,2018,
3249,{'$oid': '642b15e88c5067f4a89a098d'},Spain,ESP,IndexAggregate,PG_INF,PG: Infrastructure Category,23,0.818,2018,
3250,{'$oid': '642b15e88c5067f4a89a098e'},Spain,ESP,IndexAggregate,PG_RTS,PG: Rights Category,,0.885,2018,
3251,{'$oid': '642b15e88c5067f4a89a098f'},Spain,ESP,IndexAggregate,PG_RTS,PG: Rights Catgory,11,,2018,
3252,{'$oid': '642b15e88c5067f4a89a0990'},Spain,ESP,IndexAggregate,PG_SAF,PG: Public Safety Category,19,0.838,2018,
3253,{'$oid': '642b15e88c5067f4a89a0991'},Spain,ESP,IndexAggregate,SSPI,SSPI,,8.202,2018,
3254,{'$oid': '642b15e88c5067f4a89a0992'},Spain,ESP,IndexAggregate,SSPI,SSPI Overall,28,,2018,
3255,{'$oid': '642b15e88c5067f4a89a0993'},Spain,ESP,IndexAggregate,SUS,Sustainability Pillar,25,0.576,2018,
3256,{'$oid': '642b15e88c5067f4a89a0994'},Spain,ESP,IndexAggregate,SUS_ECO,Sus: Ecosystem Category,25,0.665,2018,
3257,{'$oid': '642b15e88c5067f4a89a0995'},Spain,ESP,IndexAggregate,SUS_GHG,Sus: Greenhouse Gases Category,13,0.733,2018,
3258,{'$oid': '642b15e88c5067f4a89a0996'},Spain,ESP,IndexAggregate,SUS_LND,Sus: Land Category,21,0.558,2018,
3259,{'$oid': '642b15e88c5067f4a89a0997'},Spain,ESP,IndexAggregate,SUS_NRG,Sus: Energy Category,17,0.604,2018,
3260,{'$oid': '642b15e88c5067f4a89a0998'},Spain,ESP,IndexAggregate,SUS_WST,Sus: Waste Category,36,0.322,2018,
3261,{'$oid': '642b15e88c5067f4a89a0999'},Spain,ESP,IndicatorObservation,AIRPOL,Air Pollution,37,0.763,2016,9.48
3262,{'$oid': '642b15e88c5067f4a89a099a'},Spain,ESP,IndicatorObservation,ALTNRG,Alternative Energy Generation,21,0.233,2018,13.954
3263,{'$oid': '642b15e88c5067f4a89a099b'},Spain,ESP,IndicatorObservation,AQELEC,Availability and Quality of Electricity,23,0.946,2018,0.9458
3264,{'$oid': '642b15e88c5067f4a89a099c'},Spain,ESP,IndicatorObservation,ARMEXP,Arms Exports,7,0.531,2018,704
3265,{'$oid': '642b15e88c5067f4a89a099d'},Spain,ESP,IndicatorObservation,ATBRTH,Births Attended by Skilled Personnel,27,0.946,,98.91
3266,{'$oid': '642b15e88c5067f4a89a099e'},Spain,ESP,IndicatorObservation,BEEFMK,Beef Market,19,0.803,2018,0.803
3267,{'$oid': '642b15e88c5067f4a89a099f'},Spain,ESP,IndicatorObservation,BIODIV,Biodiversity Protection,21,0.649,2018,64.934
3268,{'$oid': '642b15e88c5067f4a89a09a0'},Spain,ESP,IndicatorObservation,CARBON,Carbon Capture,34,0.19,2018,5.429
3269,{'$oid': '642b15e88c5067f4a89a09a1'},Spain,ESP,IndicatorObservation,CHILDW,Child Worker Engagement,8,0.857,2018,0.857
3270,{'$oid': '642b15e88c5067f4a89a09a2'},Spain,ESP,IndicatorObservation,COALPW,Energy from Coal Sources,26,0.8180668476,2018,9.096657619
3271,{'$oid': '642b15e88c5067f4a89a09a3'},Spain,ESP,IndicatorObservation,COLBAR,Collective Bargaining Rights Coverage,11,0.73,2016,0.73
3272,{'$oid': '642b15e88c5067f4a89a09a4'},Spain,ESP,IndicatorObservation,CRPTAX,Corporate Tax Rate,12,0.625,2018,25
3273,{'$oid': '642b15e88c5067f4a89a09a5'},Spain,ESP,IndicatorObservation,CSTUNT,Child Stunting,48,0.979,2018,1.05
3274,{'$oid': '642b15e88c5067f4a89a09a6'},Spain,ESP,IndicatorObservation,CYBSEC,Global Cybersecurity Index,6,0.9,2018,0.9
3275,{'$oid': '642b15e88c5067f4a89a09a7'},Spain,ESP,IndicatorObservation,DEFRST,Deforestation,5,0.663,2018,0.198
3276,{'$oid': '642b15e88c5067f4a89a09a8'},Spain,ESP,IndicatorObservation,DPTCOV,Infant DTP Vaccine Coverage,7,0.92,2017,98
3277,{'$oid': '642b15e88c5067f4a89a09a9'},Spain,ESP,IndicatorObservation,DRKWAT,Safe Drinking Water,11,0.999,2015,99.9
3278,{'$oid': '642b15e88c5067f4a89a09aa'},Spain,ESP,IndicatorObservation,EDEMOC,Electoral Democracy Index,22,0.86,2018,0.86
3279,{'$oid': '642b15e88c5067f4a89a09ab'},Spain,ESP,IndicatorObservation,ENRPRI,Primary School Net Enrollment,13,0.923,2016,98.46
3280,{'$oid': '642b15e88c5067f4a89a09ac'},Spain,ESP,IndicatorObservation,ENRSEC,Lower Secondary School Net Enrollment,11,0.986,2016,99.58
3281,{'$oid': '642b15e88c5067f4a89a09ad'},Spain,ESP,IndicatorObservation,EWASTE,E-Waste Generation,14,0.361,2018,25.54543875
3282,{'$oid': '642b15e88c5067f4a89a09ae'},Spain,ESP,IndicatorObservation,FAMPLN,Unment Need for Family Planning,28,0.46,2018,10.8
3283,{'$oid': '642b15e88c5067f4a89a09af'},Spain,ESP,IndicatorObservation,FATINJ,Fatal Workplace Injuries,34,0.928,2016,1.8
3284,{'$oid': '642b15e88c5067f4a89a09b0'},Spain,ESP,IndicatorObservation,FDEPTH,Financial Depth,17,0.502,2018,0.502
3285,{'$oid': '642b15e88c5067f4a89a09b1'},Spain,ESP,IndicatorObservation,FORAID,Foreign Aid,42,0.061,2018,0.061
3286,{'$oid': '642b15e88c5067f4a89a09b2'},Spain,ESP,IndicatorObservation,FSTABL,Financial Stability,15,0.68,2018,3.2
3287,{'$oid': '642b15e88c5067f4a89a09b3'},Spain,ESP,IndicatorObservation,GENDEQ,Gender Equality Index,3,0.956,2018,3.8228
3288,{'$oid': '642b15e88c5067f4a89a09b4'},Spain,ESP,IndicatorObservation,GINIPT,GINI Coefficient After Taxes,24,0.706,2017,34.7
3289,{'$oid': '642b15e88c5067f4a89a09b5'},Spain,ESP,IndicatorObservation,GTRANS,Green Transport Index,29,0.578,2016,0.578
3290,{'$oid': '642b15e88c5067f4a89a09b6'},Spain,ESP,IndicatorObservation,INCARC,Incarceration Rates,24,0.824,2018,128
3291,{'$oid': '642b15e88c5067f4a89a09b7'},Spain,ESP,IndicatorObservation,INCONV,Adoption of Key UN Conventions,5,0.9,2019,9
3292,{'$oid': '642b15e88c5067f4a89a09b8'},Spain,ESP,IndicatorObservation,INTRNT,Internet Access and Quality,24,0.508,2016/2020,0.50795
3293,{'$oid': '642b15e88c5067f4a89a09b9'},Spain,ESP,IndicatorObservation,ISHRAT,Income Share Ratio,17,0.381,2018,0.6
3294,{'$oid': '642b15e88c5067f4a89a09ba'},Spain,ESP,IndicatorObservation,IUCNRL,IUCN Red List Index,33,0.68,2018,0.84
3295,{'$oid': '642b15e88c5067f4a89a09bb'},Spain,ESP,IndicatorObservation,LFPART,Labor Force Participation,16,0.87,2017,87.02
3296,{'$oid': '642b15e88c5067f4a89a09bc'},Spain,ESP,IndicatorObservation,MATERN,Paid Maternity Leave,32,0.308,2018,16
3297,{'$oid': '642b15e88c5067f4a89a09bd'},Spain,ESP,IndicatorObservation,MILEXP,Military Expenditure,27,0.86,2018,1.4
3298,{'$oid': '642b15e88c5067f4a89a09be'},Spain,ESP,IndicatorObservation,MSWGEN,Municipal Solid Waste Generation,25,0.365,2018,476
3299,{'$oid': '642b15e88c5067f4a89a09bf'},Spain,ESP,IndicatorObservation,MURDER,Intentional Homicide Rate,39,0.969,2016,0.63
3300,{'$oid': '642b15e88c5067f4a89a09c0'},Spain,ESP,IndicatorObservation,NITROG,Sustainable Nitrogen Management,38,0.297,2018,29.74
3301,{'$oid': '642b15e88c5067f4a89a09c1'},Spain,ESP,IndicatorObservation,NRGINT,Energy Intensity,38,0.815,2018,2.77
3302,{'$oid': '642b15e88c5067f4a89a09c2'},Spain,ESP,IndicatorObservation,PHYSPC,"Physicians per 10,000",12,0.553,2010-2017,38.7
3303,{'$oid': '642b15e88c5067f4a89a09c3'},Spain,ESP,IndicatorObservation,PUBACC,Public Access to Financial Sector,23,0.938,2017,93.76
3304,{'$oid': '642b15e88c5067f4a89a09c4'},Spain,ESP,IndicatorObservation,PUBSRV,Quality of Public Services & Government,24,0.724,2018,1.12
3305,{'$oid': '642b15e88c5067f4a89a09c5'},Spain,ESP,IndicatorObservation,PUPTCH,Primary School Pupil to Teacher Ratio,30,0.852,2018,13.6
3306,{'$oid': '642b15e88c5067f4a89a09c6'},Spain,ESP,IndicatorObservation,RDFUND,Research and Development,28,0.462,2018,0.462
3307,{'$oid': '642b15e88c5067f4a89a09c7'},Spain,ESP,IndicatorObservation,RECYCL,Recycling Rate,35,0.241,2018,16.84
3308,{'$oid': '642b15e88c5067f4a89a09c8'},Spain,ESP,IndicatorObservation,RULELW,Rule of Law Index,9,0.987,2018,0.987
3309,{'$oid': '642b15e88c5067f4a89a09c9'},Spain,ESP,IndicatorObservation,SANSRV,Basic Sanitation Services,17,0.982,2015,98.18
3310,{'$oid': '642b15e88c5067f4a89a09ca'},Spain,ESP,IndicatorObservation,SECAPP,Security Apparatus,21,0.66,2019,3.4
3311,{'$oid': '642b15e88c5067f4a89a09cb'},Spain,ESP,IndicatorObservation,SENIOR,Senior Wellbeing,7,0.79,2018,0.79
3312,{'$oid': '642b15e88c5067f4a89a09cc'},Spain,ESP,IndicatorObservation,STKHLM,Stockholm Convention Compliance,1,1,2015,100
3313,{'$oid': '642b15e88c5067f4a89a09cd'},Spain,ESP,IndicatorObservation,TAXEVA,Tax Evasion,22,0.845,2018/2019,308.445
3314,{'$oid': '642b15e88c5067f4a89a09ce'},Spain,ESP,IndicatorObservation,TAXREV,Tax Revenue,34,0.277,2017,13.85989
3315,{'$oid': '642b15e88c5067f4a89a09cf'},Spain,ESP,IndicatorObservation,TRNETW,National Transport Network Intensity,29,0.654,2007-17,0.654
3316,{'$oid': '642b15e88c5067f4a89a09d0'},Spain,ESP,IndicatorObservation,UNEMPL,Unemployment Benefits Coverage,22,0.442,2018,44.2
3317,{'$oid': '642b15e88c5067f4a89a09d1'},Spain,ESP,IndicatorObservation,WATMAN,Water Management,28,0.64,2018,0.64
3318,{'$oid': '642b15e88c5067f4a89a09d2'},Sweden,SWE,IndexAggregate,MS,Market Structure Pillar,3,0.76,2018,
3319,{'$oid': '642b15e88c5067f4a89a09d3'},Sweden,SWE,IndexAggregate,MS_FIN,MS: Financial Sector Category,11,0.818,2018,
3320,{'$oid': '642b15e88c5067f4a89a09d4'},Sweden,SWE,IndexAggregate,MS_NEQ,MS: Inequality Category,5,0.713,2018,
3321,{'$oid': '642b15e88c5067f4a89a09d5'},Sweden,SWE,IndexAggregate,MS_TAX,MS: Tax Category,10,0.653,2018,
3322,{'$oid': '642b15e88c5067f4a89a09d6'},Sweden,SWE,IndexAggregate,MS_WEN,MS: Worker Engagement Category,5,0.906,2018,
3323,{'$oid': '642b15e88c5067f4a89a09d7'},Sweden,SWE,IndexAggregate,MS_WWB,MS: Worker Wellbeing Category,9,0.71,2018,
3324,{'$oid': '642b15e88c5067f4a89a09d8'},Sweden,SWE,IndexAggregate,PG,Public Goods Pillar,3,0.868,2018,
3325,{'$oid': '642b15e88c5067f4a89a09d9'},Sweden,SWE,IndexAggregate,PG_EDU,PG: Education Category,12,0.918,2018,
3326,{'$oid': '642b15e88c5067f4a89a09da'},Sweden,SWE,IndexAggregate,PG_GLB,PG: Global Role Category,2,0.881,2018,
3327,{'$oid': '642b15e88c5067f4a89a09db'},Sweden,SWE,IndexAggregate,PG_HLC,PG: Healthcare Category,10,0.762,2018,
3328,{'$oid': '642b15e88c5067f4a89a09dc'},Sweden,SWE,IndexAggregate,PG_INF,PG: Infrastructure Category,7,0.876,2018,
3329,{'$oid': '642b15e88c5067f4a89a09dd'},Sweden,SWE,IndexAggregate,PG_RTS,PG: Rights Category,,0.909,2018,
3330,{'$oid': '642b15e88c5067f4a89a09de'},Sweden,SWE,IndexAggregate,PG_RTS,PG: Rights Catgory,2,,2018,
3331,{'$oid': '642b15e88c5067f4a89a09df'},Sweden,SWE,IndexAggregate,PG_SAF,PG: Public Safety Category,14,0.861,2018,
3332,{'$oid': '642b15e88c5067f4a89a09e0'},Sweden,SWE,IndexAggregate,SSPI,SSPI,,3.05,2018,
3333,{'$oid': '642b15e88c5067f4a89a09e1'},Sweden,SWE,IndexAggregate,SSPI,SSPI Overall,45,,2018,
3334,{'$oid': '642b15e88c5067f4a89a09e2'},Sweden,SWE,IndexAggregate,SUS,Sustainability Pillar,10,0.621,2018,
3335,{'$oid': '642b15e88c5067f4a89a09e3'},Sweden,SWE,IndexAggregate,SUS_ECO,Sus: Ecosystem Category,18,0.787,2018,
3336,{'$oid': '642b15e88c5067f4a89a09e4'},Sweden,SWE,IndexAggregate,SUS_GHG,Sus: Greenhouse Gases Category,9,0.748,2018,
3337,{'$oid': '642b15e88c5067f4a89a09e5'},Sweden,SWE,IndexAggregate,SUS_LND,Sus: Land Category,27,0.517,2018,
3338,{'$oid': '642b15e88c5067f4a89a09e6'},Sweden,SWE,IndexAggregate,SUS_NRG,Sus: Energy Category,2,0.762,2018,
3339,{'$oid': '642b15e88c5067f4a89a09e7'},Sweden,SWE,IndexAggregate,SUS_WST,Sus: Waste Category,41,0.288,2018,
3340,{'$oid': '642b15e88c5067f4a89a09e8'},Sweden,SWE,IndicatorObservation,AIRPOL,Air Pollution,47,0.853,2016,5.89
3341,{'$oid': '642b15e88c5067f4a89a09e9'},Sweden,SWE,IndicatorObservation,ALTNRG,Alternative Energy Generation,3,0.699,2018,41.963
3342,{'$oid': '642b15e88c5067f4a89a09ea'},Sweden,SWE,IndicatorObservation,AQELEC,Availability and Quality of Electricity,14,0.969,2018,0.9685
3343,{'$oid': '642b15e88c5067f4a89a09eb'},Sweden,SWE,IndicatorObservation,ARMEXP,Arms Exports,14,0.897,2018,155
3344,{'$oid': '642b15e88c5067f4a89a09ec'},Sweden,SWE,IndicatorObservation,ATBRTH,Births Attended by Skilled Personnel,27,0.946,,98.91
3345,{'$oid': '642b15e88c5067f4a89a09ed'},Sweden,SWE,IndicatorObservation,BEEFMK,Beef Market,35,0.728,2018,0.728
3346,{'$oid': '642b15e88c5067f4a89a09ee'},Sweden,SWE,IndicatorObservation,BIODIV,Biodiversity Protection,24,0.594,2018,59.434
3347,{'$oid': '642b15e88c5067f4a89a09ef'},Sweden,SWE,IndicatorObservation,CARBON,Carbon Capture,32,0.242,2018,8.321
3348,{'$oid': '642b15e88c5067f4a89a09f0'},Sweden,SWE,IndicatorObservation,CHILDW,Child Worker Engagement,19,0.786,2018,0.786
3349,{'$oid': '642b15e88c5067f4a89a09f1'},Sweden,SWE,IndicatorObservation,COALPW,Energy from Coal Sources,36,0.9150434173,2018,4.247829137
3350,{'$oid': '642b15e88c5067f4a89a09f2'},Sweden,SWE,IndicatorObservation,COLBAR,Collective Bargaining Rights Coverage,5,0.9,2015,0.9
3351,{'$oid': '642b15e88c5067f4a89a09f3'},Sweden,SWE,IndicatorObservation,CRPTAX,Corporate Tax Rate,24,0.55,2018,22
3352,{'$oid': '642b15e88c5067f4a89a09f4'},Sweden,SWE,IndicatorObservation,CSTUNT,Child Stunting,37,0.976,2018,1.21
3353,{'$oid': '642b15e88c5067f4a89a09f5'},Sweden,SWE,IndicatorObservation,CYBSEC,Global Cybersecurity Index,25,0.81,2018,0.81
3354,{'$oid': '642b15e88c5067f4a89a09f6'},Sweden,SWE,IndicatorObservation,DEFRST,Deforestation,49,0,2018,-0.238
3355,{'$oid': '642b15e88c5067f4a89a09f7'},Sweden,SWE,IndicatorObservation,DPTCOV,Infant DTP Vaccine Coverage,15,0.88,2017,97
3356,{'$oid': '642b15e88c5067f4a89a09f8'},Sweden,SWE,IndicatorObservation,DRKWAT,Safe Drinking Water,20,0.993,2015,99.3
3357,{'$oid': '642b15e88c5067f4a89a09f9'},Sweden,SWE,IndicatorObservation,EDEMOC,Electoral Democracy Index,2,0.909,2018,0.909
3358,{'$oid': '642b15e88c5067f4a89a09fa'},Sweden,SWE,IndicatorObservation,ENRPRI,Primary School Net Enrollment,6,0.968,2016,99.35
3359,{'$oid': '642b15e88c5067f4a89a09fb'},Sweden,SWE,IndicatorObservation,ENRSEC,Lower Secondary School Net Enrollment,28,0.936,2016,98.08
3360,{'$oid': '642b15e88c5067f4a89a09fc'},Sweden,SWE,IndicatorObservation,EWASTE,E-Waste Generation,1,0,2018,70.1642407
3361,{'$oid': '642b15e88c5067f4a89a09fd'},Sweden,SWE,IndicatorObservation,FAMPLN,Unment Need for Family Planning,20,0.41,2018,11.8
3362,{'$oid': '642b15e88c5067f4a89a09fe'},Sweden,SWE,IndicatorObservation,FATINJ,Fatal Workplace Injuries,44,0.96,2016,1
3363,{'$oid': '642b15e88c5067f4a89a09ff'},Sweden,SWE,IndicatorObservation,FDEPTH,Financial Depth,15,0.516,2018,0.516
3364,{'$oid': '642b15e88c5067f4a89a0a00'},Sweden,SWE,IndicatorObservation,FORAID,Foreign Aid,5,0.757,2018,0.757
3365,{'$oid': '642b15e88c5067f4a89a0a01'},Sweden,SWE,IndicatorObservation,FSTABL,Financial Stability,45,0.94,2018,0.6
3366,{'$oid': '642b15e88c5067f4a89a0a02'},Sweden,SWE,IndicatorObservation,GENDEQ,Gender Equality Index,1,0.986,2018,3.9456
3367,{'$oid': '642b15e88c5067f4a89a0a03'},Sweden,SWE,IndicatorObservation,GINIPT,GINI Coefficient After Taxes,39,0.824,2017,28.8
3368,{'$oid': '642b15e88c5067f4a89a0a04'},Sweden,SWE,IndicatorObservation,GTRANS,Green Transport Index,20,0.601,2016,0.601
